site_id,wacc_pct,scenario,cf_wind_used,wind_speed_ms,connection_cost_per_kw,effective_capex_usd_per_kw,lcoe_usd_mwh,lcoe_low_usd_mwh,lcoe_high_usd_mwh,is_capex_provisional,tech_id,lifetime_yr
red-lion-hongshi-tonga,6.0,grid_connected_solar,0.217,5.96,224.0,1919.0,97.46,79.54,125.33,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,8.0,grid_connected_solar,0.217,5.96,224.0,1919.0,113.36,91.71,147.04,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,10.0,grid_connected_solar,0.217,5.96,224.0,1919.0,130.33,104.7,170.19,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,12.0,grid_connected_solar,0.217,5.96,224.0,1919.0,148.14,118.34,194.51,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,14.0,grid_connected_solar,0.217,5.96,224.0,1919.0,166.61,132.47,219.7,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,16.0,grid_connected_solar,0.217,5.96,224.0,1919.0,185.56,146.98,245.57,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,18.0,grid_connected_solar,0.217,5.96,224.0,1919.0,204.86,161.76,271.91,False,TECH_WIND_ONSHORE,27
red-lion-hongshi-tonga,20.0,grid_connected_solar,0.217,5.96,224.0,1919.0,224.43,176.73,298.61,False,TECH_WIND_ONSHORE,27
semen-baturaja,4.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,6.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,8.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,10.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,12.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,14.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,16.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,18.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,20.0,within_boundary,0.0,2.57,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-baturaja,4.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,78.66,64.12,101.27,False,TECH_WIND_ONSHORE,27
semen-baturaja,6.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,92.25,74.28,120.2,False,TECH_WIND_ONSHORE,27
semen-baturaja,8.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,107.05,85.35,140.82,False,TECH_WIND_ONSHORE,27
semen-baturaja,10.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,122.85,97.15,162.83,False,TECH_WIND_ONSHORE,27
semen-baturaja,12.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,139.44,109.55,185.93,False,TECH_WIND_ONSHORE,27
semen-baturaja,14.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,156.63,122.4,209.87,False,TECH_WIND_ONSHORE,27
semen-baturaja,16.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,174.27,135.59,234.45,False,TECH_WIND_ONSHORE,27
semen-baturaja,18.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,192.25,149.02,259.48,False,TECH_WIND_ONSHORE,27
semen-baturaja,20.0,grid_connected_solar,0.2164,5.95,86.8,1781.8,210.46,162.64,284.86,False,TECH_WIND_ONSHORE,27
sbi-tuban,4.0,within_boundary,0.118,4.54,0.0,1650.0,136.45,109.79,177.92,False,TECH_WIND_ONSHORE,27
sbi-tuban,6.0,within_boundary,0.118,4.54,0.0,1650.0,159.53,126.57,210.79,False,TECH_WIND_ONSHORE,27
sbi-tuban,8.0,within_boundary,0.118,4.54,0.0,1650.0,184.67,144.86,246.6,False,TECH_WIND_ONSHORE,27
sbi-tuban,10.0,within_boundary,0.118,4.54,0.0,1650.0,211.5,164.37,284.81,False,TECH_WIND_ONSHORE,27
sbi-tuban,12.0,within_boundary,0.118,4.54,0.0,1650.0,239.67,184.86,324.93,False,TECH_WIND_ONSHORE,27
sbi-tuban,14.0,within_boundary,0.118,4.54,0.0,1650.0,268.86,206.09,366.51,False,TECH_WIND_ONSHORE,27
sbi-tuban,16.0,within_boundary,0.118,4.54,0.0,1650.0,298.82,227.88,409.18,False,TECH_WIND_ONSHORE,27
sbi-tuban,18.0,within_boundary,0.118,4.54,0.0,1650.0,329.35,250.08,452.66,False,TECH_WIND_ONSHORE,27
sbi-tuban,20.0,within_boundary,0.118,4.54,0.0,1650.0,360.29,272.58,496.72,False,TECH_WIND_ONSHORE,27
sbi-tuban,4.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,66.89,54.6,86.02,False,TECH_WIND_ONSHORE,27
sbi-tuban,6.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,78.47,63.27,102.12,False,TECH_WIND_ONSHORE,27
sbi-tuban,8.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,91.09,72.72,119.65,False,TECH_WIND_ONSHORE,27
sbi-tuban,10.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,104.55,82.81,138.37,False,TECH_WIND_ONSHORE,27
sbi-tuban,12.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,118.68,93.4,158.01,False,TECH_WIND_ONSHORE,27
sbi-tuban,14.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,133.33,104.37,178.37,False,TECH_WIND_ONSHORE,27
sbi-tuban,16.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,148.36,115.63,199.27,False,TECH_WIND_ONSHORE,27
sbi-tuban,18.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,163.67,127.11,220.56,False,TECH_WIND_ONSHORE,27
sbi-tuban,20.0,grid_connected_solar,0.2558,7.08,99.5,1794.5,179.2,138.74,242.13,False,TECH_WIND_ONSHORE,27
indocement-palimanan,4.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,6.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,8.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,10.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,12.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,14.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,16.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,18.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,20.0,within_boundary,0.0,2.67,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
indocement-palimanan,4.0,grid_connected_solar,0.305,8.2,114.8,1809.8,56.45,46.14,72.5,False,TECH_WIND_ONSHORE,27
indocement-palimanan,6.0,grid_connected_solar,0.305,8.2,114.8,1809.8,66.25,53.5,86.08,False,TECH_WIND_ONSHORE,27
indocement-palimanan,8.0,grid_connected_solar,0.305,8.2,114.8,1809.8,76.92,61.51,100.87,False,TECH_WIND_ONSHORE,27
indocement-palimanan,10.0,grid_connected_solar,0.305,8.2,114.8,1809.8,88.3,70.07,116.66,False,TECH_WIND_ONSHORE,27
indocement-palimanan,12.0,grid_connected_solar,0.305,8.2,114.8,1809.8,100.25,79.05,133.24,False,TECH_WIND_ONSHORE,27
indocement-palimanan,14.0,grid_connected_solar,0.305,8.2,114.8,1809.8,112.64,88.36,150.42,False,TECH_WIND_ONSHORE,27
indocement-palimanan,16.0,grid_connected_solar,0.305,8.2,114.8,1809.8,125.36,97.91,168.05,False,TECH_WIND_ONSHORE,27
indocement-palimanan,18.0,grid_connected_solar,0.305,8.2,114.8,1809.8,138.31,107.64,186.02,False,TECH_WIND_ONSHORE,27
indocement-palimanan,20.0,grid_connected_solar,0.305,8.2,114.8,1809.8,151.44,117.51,204.22,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,4.0,within_boundary,0.1287,4.7,0.0,1650.0,125.1,100.66,163.13,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,6.0,within_boundary,0.1287,4.7,0.0,1650.0,146.26,116.05,193.26,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,8.0,within_boundary,0.1287,4.7,0.0,1650.0,169.32,132.82,226.1,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,10.0,within_boundary,0.1287,4.7,0.0,1650.0,193.92,150.71,261.13,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,12.0,within_boundary,0.1287,4.7,0.0,1650.0,219.74,169.49,297.92,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,14.0,within_boundary,0.1287,4.7,0.0,1650.0,246.51,188.96,336.04,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,16.0,within_boundary,0.1287,4.7,0.0,1650.0,273.98,208.93,375.16,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,18.0,within_boundary,0.1287,4.7,0.0,1650.0,301.97,229.29,415.02,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,20.0,within_boundary,0.1287,4.7,0.0,1650.0,330.33,249.92,455.42,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,4.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,55.46,45.5,70.96,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,6.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,65.14,52.82,84.3,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,8.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,75.68,60.8,98.83,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,10.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,86.94,69.32,114.34,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,12.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,98.75,78.26,130.62,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,14.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,110.99,87.53,147.49,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,16.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,123.56,97.04,164.81,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,18.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,136.36,106.73,182.45,False,TECH_WIND_ONSHORE,27
cemindo-gemilang-bayah,20.0,grid_connected_solar,0.3157,8.41,156.4,1851.4,149.34,116.55,200.33,False,TECH_WIND_ONSHORE,27
sbi-cilacap,4.0,within_boundary,0.0828,4.04,0.0,1650.0,194.45,156.46,253.56,False,TECH_WIND_ONSHORE,27
sbi-cilacap,6.0,within_boundary,0.0828,4.04,0.0,1650.0,227.35,180.38,300.4,False,TECH_WIND_ONSHORE,27
sbi-cilacap,8.0,within_boundary,0.0828,4.04,0.0,1650.0,263.18,206.44,351.43,False,TECH_WIND_ONSHORE,27
sbi-cilacap,10.0,within_boundary,0.0828,4.04,0.0,1650.0,301.42,234.25,405.89,False,TECH_WIND_ONSHORE,27
sbi-cilacap,12.0,within_boundary,0.0828,4.04,0.0,1650.0,341.56,263.45,463.07,False,TECH_WIND_ONSHORE,27
sbi-cilacap,14.0,within_boundary,0.0828,4.04,0.0,1650.0,383.16,293.7,522.32,False,TECH_WIND_ONSHORE,27
sbi-cilacap,16.0,within_boundary,0.0828,4.04,0.0,1650.0,425.86,324.76,583.13,False,TECH_WIND_ONSHORE,27
sbi-cilacap,18.0,within_boundary,0.0828,4.04,0.0,1650.0,469.36,356.4,645.09,False,TECH_WIND_ONSHORE,27
sbi-cilacap,20.0,within_boundary,0.0828,4.04,0.0,1650.0,513.45,388.46,707.88,False,TECH_WIND_ONSHORE,27
sbi-cilacap,4.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,56.93,46.44,73.24,False,TECH_WIND_ONSHORE,27
sbi-cilacap,6.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,66.77,53.81,86.94,False,TECH_WIND_ONSHORE,27
sbi-cilacap,8.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,77.5,61.84,101.87,False,TECH_WIND_ONSHORE,27
sbi-cilacap,10.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,88.95,70.4,117.79,False,TECH_WIND_ONSHORE,27
sbi-cilacap,12.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,100.96,79.4,134.51,False,TECH_WIND_ONSHORE,27
sbi-cilacap,14.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,113.42,88.72,151.84,False,TECH_WIND_ONSHORE,27
sbi-cilacap,16.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,126.2,98.29,169.62,False,TECH_WIND_ONSHORE,27
sbi-cilacap,18.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,139.22,108.03,187.74,False,TECH_WIND_ONSHORE,27
sbi-cilacap,20.0,grid_connected_solar,0.2999,8.1,94.0,1789.0,152.42,117.91,206.1,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,4.0,within_boundary,0.05,3.18,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,6.0,within_boundary,0.05,3.18,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,8.0,within_boundary,0.05,3.18,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,10.0,within_boundary,0.05,3.18,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,12.0,within_boundary,0.05,3.18,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,14.0,within_boundary,0.05,3.18,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,16.0,within_boundary,0.05,3.18,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,18.0,within_boundary,0.05,3.18,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,20.0,within_boundary,0.05,3.18,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,4.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,51.54,42.33,65.87,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,6.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,60.56,49.17,78.26,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,8.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,70.38,56.62,91.77,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,10.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,80.85,64.57,106.18,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,12.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,91.85,72.92,121.31,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,14.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,103.26,81.57,136.99,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,16.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,114.96,90.45,153.08,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,18.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,126.88,99.5,169.47,False,TECH_WIND_ONSHORE,27
semen-imasco-asiatic-jember,20.0,grid_connected_solar,0.3416,9.04,170.4,1865.5,138.96,108.66,186.09,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,4.0,within_boundary,0.0738,3.92,0.0,1650.0,218.17,175.54,284.48,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,6.0,within_boundary,0.0738,3.92,0.0,1650.0,255.07,202.38,337.03,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,8.0,within_boundary,0.0738,3.92,0.0,1650.0,295.27,231.62,394.29,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,10.0,within_boundary,0.0738,3.92,0.0,1650.0,338.17,262.82,455.39,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,12.0,within_boundary,0.0738,3.92,0.0,1650.0,383.21,295.57,519.54,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,14.0,within_boundary,0.0738,3.92,0.0,1650.0,429.89,329.52,586.02,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,16.0,within_boundary,0.0738,3.92,0.0,1650.0,477.8,364.36,654.25,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,18.0,within_boundary,0.0738,3.92,0.0,1650.0,526.6,399.86,723.76,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,20.0,within_boundary,0.0738,3.92,0.0,1650.0,576.07,435.83,794.21,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,4.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,67.34,55.04,86.47,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,6.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,79.02,63.82,102.67,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,8.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,91.75,73.39,120.32,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,10.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,105.34,83.6,139.15,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,12.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,119.6,94.31,158.93,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,14.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,134.38,105.42,179.42,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,16.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,149.54,116.82,200.45,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,18.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,165.0,128.43,221.88,False,TECH_WIND_ONSHORE,27
si-gresik-rembang,20.0,grid_connected_solar,0.2558,7.08,115.8,1810.8,180.66,140.2,243.6,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,4.0,within_boundary,0.0529,3.66,0.0,1650.0,304.36,244.9,396.87,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,6.0,within_boundary,0.0529,3.66,0.0,1650.0,355.85,282.34,470.19,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,8.0,within_boundary,0.0529,3.66,0.0,1650.0,411.93,323.13,550.07,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,10.0,within_boundary,0.0529,3.66,0.0,1650.0,471.78,366.65,635.31,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,12.0,within_boundary,0.0529,3.66,0.0,1650.0,534.61,412.35,724.8,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,14.0,within_boundary,0.0529,3.66,0.0,1650.0,599.73,459.71,817.54,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,16.0,within_boundary,0.0529,3.66,0.0,1650.0,666.56,508.32,912.73,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,18.0,within_boundary,0.0529,3.66,0.0,1650.0,734.66,557.84,1009.71,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,20.0,within_boundary,0.0529,3.66,0.0,1650.0,803.66,608.02,1107.99,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,4.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,172.68,140.78,222.31,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,6.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,202.52,163.08,263.87,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,8.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,235.02,187.38,309.13,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,10.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,269.71,213.31,357.45,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,12.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,306.13,240.53,408.16,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,14.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,343.87,268.74,460.72,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,16.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,382.6,297.7,514.67,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,18.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,422.06,327.2,569.63,False,TECH_WIND_ONSHORE,27
semeru-surya-semen-kutai,20.0,grid_connected_solar,0.0986,4.27,87.4,1782.4,462.06,357.09,625.33,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,4.0,within_boundary,0.05,3.08,0.0,1650.0,322.02,259.1,419.89,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,6.0,within_boundary,0.05,3.08,0.0,1650.0,376.48,298.71,497.46,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,8.0,within_boundary,0.05,3.08,0.0,1650.0,435.82,341.87,581.97,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,10.0,within_boundary,0.05,3.08,0.0,1650.0,499.14,387.92,672.16,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,12.0,within_boundary,0.05,3.08,0.0,1650.0,565.62,436.27,766.84,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,14.0,within_boundary,0.05,3.08,0.0,1650.0,634.52,486.37,864.96,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,16.0,within_boundary,0.05,3.08,0.0,1650.0,705.23,537.8,965.67,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,18.0,within_boundary,0.05,3.08,0.0,1650.0,777.27,590.19,1068.27,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,20.0,within_boundary,0.05,3.08,0.0,1650.0,850.27,643.29,1172.25,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,4.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,88.5,72.19,113.87,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,6.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,103.8,83.64,135.16,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,8.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,120.48,96.12,158.36,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,10.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,138.27,109.44,183.12,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,12.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,156.95,123.42,209.11,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,14.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,176.31,137.91,236.04,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,16.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,196.18,152.78,263.69,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,18.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,216.43,167.94,291.85,False,TECH_WIND_ONSHORE,27
indocement-kotabaru-tarjun,20.0,grid_connected_solar,0.1929,5.61,93.8,1788.8,236.94,183.29,320.4,False,TECH_WIND_ONSHORE,27
semen-grobogan,4.0,within_boundary,0.0502,3.63,0.0,1650.0,320.73,258.07,418.21,False,TECH_WIND_ONSHORE,27
semen-grobogan,6.0,within_boundary,0.0502,3.63,0.0,1650.0,374.98,297.52,495.48,False,TECH_WIND_ONSHORE,27
semen-grobogan,8.0,within_boundary,0.0502,3.63,0.0,1650.0,434.08,340.5,579.65,False,TECH_WIND_ONSHORE,27
semen-grobogan,10.0,within_boundary,0.0502,3.63,0.0,1650.0,497.16,386.37,669.48,False,TECH_WIND_ONSHORE,27
semen-grobogan,12.0,within_boundary,0.0502,3.63,0.0,1650.0,563.37,434.53,763.78,False,TECH_WIND_ONSHORE,27
semen-grobogan,14.0,within_boundary,0.0502,3.63,0.0,1650.0,631.99,484.44,861.52,False,TECH_WIND_ONSHORE,27
semen-grobogan,16.0,within_boundary,0.0502,3.63,0.0,1650.0,702.42,535.66,961.82,False,TECH_WIND_ONSHORE,27
semen-grobogan,18.0,within_boundary,0.0502,3.63,0.0,1650.0,774.17,587.84,1064.02,False,TECH_WIND_ONSHORE,27
semen-grobogan,20.0,within_boundary,0.0502,3.63,0.0,1650.0,846.89,640.72,1167.58,False,TECH_WIND_ONSHORE,27
semen-grobogan,4.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,61.18,50.03,78.52,False,TECH_WIND_ONSHORE,27
semen-grobogan,6.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,71.8,58.02,93.24,False,TECH_WIND_ONSHORE,27
semen-grobogan,8.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,83.38,66.73,109.27,False,TECH_WIND_ONSHORE,27
semen-grobogan,10.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,95.73,76.02,126.38,False,TECH_WIND_ONSHORE,27
semen-grobogan,12.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,108.69,85.77,144.35,False,TECH_WIND_ONSHORE,27
semen-grobogan,14.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,122.13,95.88,162.96,False,TECH_WIND_ONSHORE,27
semen-grobogan,16.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,135.92,106.26,182.07,False,TECH_WIND_ONSHORE,27
semen-grobogan,18.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,149.98,116.83,201.54,False,TECH_WIND_ONSHORE,27
semen-grobogan,20.0,grid_connected_solar,0.2822,7.74,121.4,1816.5,164.22,127.54,221.26,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,4.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,6.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,8.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,10.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,12.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,14.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,16.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,18.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
semen-garuda-bekasi,20.0,within_boundary,0.0,2.23,0.0,1650.0,,,,False,TECH_WIND_ONSHORE,27
